,Bifidobacterium adolescentis,Bifidobacterium bifidum,Bifidobacterium longum,Bifidobacterium pseudocatenulatum,Collinsella aerofaciens,Bacteroides caccae,Bacteroides cellulosilyticus,Bacteroides dorei,Bacteroides eggerthii,Bacteroides faecis,Bacteroides finegoldii,Bacteroides fragilis,Bacteroides intestinalis,Bacteroides massiliensis,Bacteroides ovatus,Bacteroides salyersiae,Bacteroides stercoris,Bacteroides thetaiotaomicron,Bacteroides uniformis,Bacteroides vulgatus,Bacteroides xylanisolvens,Bacteroidales bacterium ph8,Barnesiella intestinihominis,Coprobacter fastidiosus,Odoribacter splanchnicus,Parabacteroides distasonis,Parabacteroides goldsteinii,Parabacteroides merdae,Parabacteroides unclassified,Paraprevotella clara,Paraprevotella unclassified,Prevotella copri,Alistipes finegoldii,Alistipes onderdonkii,Alistipes putredinis,Alistipes shahii,Alistipes unclassified,Streptococcus salivarius,Clostridium bolteae,Clostridium citroniae,Clostridium clostridioforme,Clostridium hathewayi,Clostridium leptum,Clostridium nexile,Clostridium symbiosum,Flavonifractor plautii,Eubacterium eligens,Eubacterium hallii,Eubacterium rectale,Eubacterium siraeum,Eubacterium sp 3 1 31,Eubacterium ventriosum,Ruminococcus gnavus,Ruminococcus obeum,Ruminococcus torques,Coprococcus comes,Dorea longicatena,Lachnospiraceae bacterium 1 1 57FAA,Lachnospiraceae bacterium 3 1 46FAA,Roseburia hominis,Roseburia intestinalis,Roseburia inulinivorans,Roseburia unclassified,Oscillibacter unclassified,Peptostreptococcaceae noname unclassified,Faecalibacterium prausnitzii,Ruminococcus bromii,Ruminococcus callidus,Ruminococcus lactaris,Subdoligranulum unclassified,Coprobacillus unclassified,Acidaminococcus unclassified,Dialister invisus,Veillonella atypica,Veillonella dispar,Veillonella parvula,Veillonella unclassified,Burkholderiales bacterium 1 1 47,Parasutterella excrementihominis,Sutterella wadsworthensis,Bilophila unclassified,Escherichia coli,Escherichia unclassified,Klebsiella pneumoniae,Haemophilus parainfluenzae,Akkermansia muciniphila,C2likevirus unclassified
HSMA33JP,0,0,0.000562,0.0001975,0.0003827,0.052557,0,0.0380793,0,2.04E-05,0,0,0,0,0.0670336,0,1.04E-05,0.0182263,0.191346,0,0.0005576,0,0.0708256,0,0.0117456,0.0005168,0,0.10436,0,0.0052769,0.0112818,0,0.0094149,0.252022,0,6.40E-06,0.0480016,2.06E-05,0.0006982,6.20E-06,0.0001361,7.14E-05,9.50E-06,0,0.0001172,0.0001201,0.0137628,0.0001431,0.0168079,0.0021305,0,0,0.0002533,0.000605,0.0036743,0,0.000291,0,0.0002447,1.76E-05,0.0029889,0,0.0008804,0.0096758,0.0005837,0.0339649,0.0166076,0.0007795,0,0.0021398,0,0,0.0023435,0,0,6.16E-05,6.70E-05,0.0008397,0.0003314,0,0.0008132,0,0.0001665,0,0,0.0038145,0.000119
HSMA33KM,0,0,0.0011999,0.0002979,0,0.114499,0,5.73E-05,0,0.0108631,0,0.304262,0,0,0.0121896,0,3.41E-05,0,0.0994014,0.0700775,0.0003453,0.0002892,0,0,0.0091979,0,0,0.0819023,0,0,0,0,0.0154637,0,0,0.0243857,0,0,0.0022881,0.0001629,0.0003856,0.0032168,0,0,0.001491,0.0026588,0,0.0062558,0.046041,0,0.0001582,0.0004487,0.0034041,0.0007055,0.0140749,0,0.0017568,0.0531709,0.0001537,0.0002906,0,0.0021312,0.0003197,0.0066521,0,0.0254931,0,0,0,0.0203074,0.0023776,0,0,0,0,0,0,0.0008028,0.0004178,0,0,0,0,0,0,0,4.66E-05
HSMA33L1,0,0,0.0068672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155115,0.0014021,0.00044,0.0046073,0.0061612,0.0263257,0.0296059,0,0.017097,0.0032275,0.100858,0,0.0005617,0,0.0142241,0.0052483,0.0141185,0,0,0,0,0.0181403,0.0595445,0,0,0.0160363,0,0.32744,0.000337,0,0,0.0784774,0,0,0.022841,0,0,0.0001254,0.0001686,0,0,0,0,0.0297535,0,0,0.0003619,0,0
HSMA33M8,0,0.0005015,0.0005633,2.82E-05,0.0019392,0,9.32E-05,0,0,0.0123989,0,0.0020226,0,0,0.015223,0,0,0.0042563,0.0031184,0.0425885,0,0,0.0537022,0,0.0081823,0.0020394,0,0.051471,0,0,0,0.593246,0.0010663,0,0,0,0.000402,0,0.0002014,0,0,0,0,0,6.45E-05,0,0.0002566,0.0005752,0.0061517,0,0,0.0004119,0.0005118,0.0007416,0.0024077,0,0,0,0.0001392,0.0001956,0.0055771,0.0165115,0,0.0025591,0,0.0157422,0,0,0.0001878,0.0045111,0,0,0.0151289,0,0,0.0003202,0,0.0002714,5.99E-05,0,0.0019604,0.0010794,0.0004314,0,0,0,0
HSMA33MZ,0,5.02E-05,0.0001417,0,0.0008721,0,0,0,0,0,2.59E-05,0,0,0.0009993,0.0003161,0,0.0044458,0,0.0011657,0.0036666,0,0,0,0,0,7.82E-05,0,0.0014256,0,0.0005924,0.0010183,0.776359,0,0,0,0,0,0.0009237,0,0,0,0,0,0,0,0,0,0.0001196,0.0996226,0,0,0.0050993,8.40E-06,0.0006305,0,0.0002147,0.0007644,0,0.0009609,0,0.0004541,0.0009577,0.0013298,0,0.0012079,0.0460413,0,0,0,0.0002999,0,0,0.0145593,0.0062311,0.0009087,0.0016368,0.0049858,0,0,0,0,0,0,0,0.0006719,0,0.0002834
HSMA33NQ,0,0,0.001744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35E-05,0,0,0,0,0,0,0,0,0,0,0,2.84E-05,0,0,0,0,0,8.90E-06,0.0050828,0.0014811,6.30E-06,0.0126905,0,0.003733,0.0144356,0,0.0008222,0.0002235,0.0010287,0,0,0,0.0011114,0.0001503,0.0010299,0,0,0.0002208,0,3.13E-05,0.0036639,0,0.0004892,0.0078008,0,0.032507,0.0097803,0.0053859,0,0.008827,9.28E-05,0,0.0047095,0,0,0,0,0,0,0,0,0.0211612,0,0.0001314,0,0.815731,0
HSMA33NW,0.002821,0,0.0017928,0,1.34E-05,0,0,0.0001353,0,0,0,0,0,0.13347,0.0364864,0.004264,0.218799,0.0221667,0.0131609,0.0076323,0.0011193,0.0024754,0,0,0.0176586,0,0,0.0760488,0.0263927,0,0,0,0.0200954,0.0029186,0.0898267,0.0066525,0,0,0.0118525,0,0.0003898,0,0,0,0,0,0,0.0008261,0.0151584,0,0,0,0,0.004675,0.0260268,0.0006939,0.0011551,0,0.0009276,0,0,0,0.0010963,0.0129857,0.0022427,0.0316134,0,0,0,0.0163165,0,0,0.0372715,0,0,1.23E-05,8.40E-06,0.0002952,0.0001083,0.0373838,0.0070883,0.0384085,0,0,0,0,0
HSMA33NY,0.0067855,0,5.93E-05,0,0,0,0,0.0005552,0,0,0,0,0,0,0.0144247,0.0019515,0.0915012,0.0109686,0.0111221,0.0637979,0.0049351,0.0027323,0.0093502,0,0.0043573,0.0001842,0,0.0371109,0,0.006256,0.0152234,0.149031,0,0.0052816,0.0502207,0.0044044,0,0,0.000154,0.0001127,0,0,0.0028606,0,0,0.0027313,0,0.0014398,0.0439477,0,0,0.0106887,0.0016735,0.0006654,0.0077594,0.0009173,0.008605,0,0.0018937,6.50E-06,0.007622,0.0028505,0,0.0077985,0.0006018,0.17239,0,0.0006489,0.0090778,0.0184443,0,0,0,0,0,0,0,0.0001624,2.42E-05,0.0338769,0.0034116,0.0556107,0,0,0,0,0.0006042
HSMA33O1,0.0015323,0,0.0022799,0.00156,0,0,0,0,0,0,0,0.056141,0,0,0.0488691,0,0.12144,0.014576,0.0503126,0.243879,0.0020669,0,0,0,0.0374014,0.0303742,0.0090661,0,0.0382929,0,0,0,0.0075511,0.0587642,0,0.0276799,0,0,0,0,0,0,0.0031525,0,0.0010843,0.0006143,0.0046693,0,0,0,0,0.0125956,0,0.0051467,0.0046628,0.0065882,0.0135802,0,0.0031882,3.01E-05,0.0007127,0.0051544,0.0010665,0.0268719,0,0.100505,0,0,0.0216543,0.0071881,0.0005306,0,0,0,0,0,0,0.0054841,0.0026124,0,0.0070048,0,0.0033281,0,0.0036896,0,0
HSMA33OJ,0,0.0057223,0.0016579,0.0011521,0.0027189,7.59E-05,0.0010275,0,0,0.0125431,1.83E-05,0.0040811,0,0,0.0366834,0,0,0.0001704,0.0155706,0.0377665,0,0,0.0547914,0,0.0018947,0.0054178,0,0.0842285,0,0,0,0.35659,0.0006633,0,0,0,0.0003442,0,0.0010308,7.65E-05,0.0001017,0.0002624,0.0011113,0,0.0010306,0.0001942,0.0005177,0.0038482,0.007703,0.00136,0,0.0030777,0.0043145,0.0007566,0.0112737,0,0,0,0.0012556,0.001058,0.021688,0.0192159,0,0,0.0002222,0.0300632,0,0,8.55E-05,0.0098207,4.10E-06,0,0.0025599,0,0,0,0,0.0053215,0.0014001,0,0.0040095,0.0450883,0,0,0,2.83E-05,0
HSMA33OR,0.0021316,0.0006546,0.0011042,0,0.0018416,0.0066423,9.41E-05,0,0.0508061,0,0,0,0,0.0398894,0.0069074,0,0.249791,0,0.0385646,0.0225448,0.0019638,0,0,0,0,0,0,0.009822,0.0045003,0,0,0,8.64E-05,0,0.0104789,0.0021967,0,0.0006116,0,0,0,0,0,0,0,0,0.0161427,0,0.0898975,0,0,0,0,0.0012453,0.0015111,0.0008509,0.0034957,0,0,0,0.167494,0.0032575,0,0.0011824,0,0.0454332,0,0,0,0.0624313,0,0,0.00062,0.0006332,0,0.0005189,0.0013273,0.0048518,0,9.18E-05,0.0001331,0.0131481,0.0041093,0,0.0117836,0,0.111616
HSMA33OZ,0.0031001,0.003667,0.0007823,0,0.0038497,0.0095972,0.0005583,0,0.0735369,0.0024193,0,0.001721,0,0.127863,0.008415,0,0.268867,0.0001798,0.0155746,0.0392627,0.0034288,0,0,0,0,0,0,0.0136385,0.0596548,0,0,1.97E-05,9.79E-05,0.0003036,0.023689,0.007161,0,0.0002305,0.000202,0,4.88E-05,0,0,0,0,2.94E-05,0.000353,0.0004336,0.121118,0,0,0,0.0028181,0.0016926,0.0159633,0.001791,0.0084112,0.0002001,0.0003023,0,9.22E-05,5.93E-05,0.0024103,0.0062959,0,0.0374384,0,0,0,0.0584886,0.0004298,0,0.0005509,0.0010831,0.0004651,0.0016597,0.0016683,0.0248598,0.003665,0,0.0011023,0.0024325,0,0,0.0021397,0,0.0002164
HSMA33PZ,0,0,0,0,0,0.0001812,0,0,0,3.11E-05,1.70E-05,0,0,0.0028259,0.0047777,0,0.0001996,0,0.362565,0.127004,0.0099191,0.0013931,0.0001698,0,0.0433746,0,0,0.000117,0.0004426,0,0,0.0017365,0.137995,0,0.0006301,0.0452684,0,0,0.0443414,6.58E-05,0,0.0004932,0,0,0.0022503,0.0004084,0,0,0.0199921,0,0,0,0,1.42E-05,0.0072337,0,0,0.0101041,0.0098131,0,0.0018371,0,0,0,0,0.0298287,0,0,0,0.0115449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002018,0
HSMA33Q6,0,0,0,0,0,0,0,2.12E-05,0,0.287028,0,0,0,0,0.0822424,0,0,0,0.125288,0.0766459,0.0084015,0.0005956,0,0,0.0288027,0,0,0,0.0004665,0,0,9.29E-05,0.0395181,0,0,0.0220088,0,0,0.0004135,0,0,0.0002947,0,0,0.0001601,0.0003763,0,0.0003078,0.0183377,0,0,0,0.0002574,0.0004811,0.0014694,0,0.0008463,0.0331464,0,0.0025662,8.57E-05,0,0.0004339,0.0097839,0,0.0635055,0,0,0,0.0067048,0,0,0,0,0,0.0002957,0.0001535,0,0,0,0,0,0,0,0.0002697,1.16E-05,0
HSMA33QO,0.0006729,0,0,0,0,0,0,0.0004211,0,0,0,0,0,0,0.012828,4.32E-05,0.0186358,0.0080921,0.0066724,0.0291378,0.0021472,0.0014546,0.0090942,0,0.0026696,7.00E-06,0.0012807,0.0185614,0,0.0038889,0.0100812,0.670728,0,0.0002461,0.0545915,0.0078967,0,0,0,0,0,0,0.0002771,0,0,9.10E-05,0,0.0001124,0.0048361,0,0,0.000698,0,9.19E-05,0.0045925,0,0.0019729,0,0.001023,0.0001388,0.0066561,0.0012425,0,0.0025382,0.0002194,0.0769848,0,0,0.0144591,0.0057727,0,0,0,0,0,0,0,0,0,0.004776,0.0001566,0.0003731,0.0002032,0,0,0.0025732,0.0009265
HSMA33R7,0,0.0005232,0.0010285,0.0019799,0,0.0288411,0,0,0.296869,0.0156271,0,0.0200147,0,0,0.0278532,0,1.49E-05,5.06E-05,0.0966744,0.218542,3.79E-05,0.0023504,0.0271371,0,0,0,0,0.0631313,0,0,0,8.58E-05,0.0001564,0.0082022,0.051154,0,0,5.50E-06,0,0,0,6.56E-05,0.0005402,0,4.99E-05,0,0.0005302,0.0020431,0.0219322,0,0,0.0004917,0,0.0011668,0.0010001,0,0.002015,0,0,0,0,0,0.0038204,0.0020407,0,0.0346978,0,0,0,0.0238201,0,0,0.0042908,0,0,0.0002875,0.0003155,0,0,0.0274662,0.0019576,0.003001,0.0016899,0,0,0,0.0002186
HSMA33R9,0,0.0041918,0.0025803,0.002988,0,0.0580226,0,0,0.11993,0.0212728,0,0.0179367,0,0,0.0380042,0,2.96E-05,0.0010262,0.124129,0.0784285,0.0001272,0.0077537,0.0308508,0,0,0,0,0.0719179,0,0,0,2.01E-05,0.0022697,0.0356954,0.0974117,0,0,0.0003541,0,0,0,0,0.0004575,0,0,0,0.0013059,0.0021162,0.106375,0,0,0.0008864,0.0006178,0.0021218,0.0022548,0,0.003569,0,3.83E-05,0.00097,0.0075805,2.15E-05,0,0.0021822,0,0.0886207,0,0,0,0.0184224,0,0,0.0012621,0.000208,3.40E-05,0.0011832,0.0007444,0,0,0.0221383,0.0011492,0,0.0001533,0,0.003229,0,0.000219
HSMA33RX,0.0011872,0,0.0003781,0,0,0.034748,0,0.0278437,0,0,0,0,0,0.0170351,0.095864,0,0.199723,0.0118054,0.283783,0.0332728,0.0002066,0,0,0,0,0,0,0.0296596,0.0416966,0,0,0,0.0211923,0.0028004,0,0.0080962,0,0,0.0012513,0,0,0.0004853,0,0.0095087,0.0035456,0,0,0.0001654,0,0,0,0,0.0002904,0,0.0073764,0,0,0,4.47E-05,0.0014253,0,0.0003404,0.0005117,0,0,0.0800552,0,0.0015774,0,0.0037495,0,0,0,0,0,0,0,0.0030049,0.0043975,0,0,0.0015222,0,0,0,0,0
HSMA33SG,0.0127456,0,0.0002051,0,0.0008415,0,0,0.0001248,0,0,0,0.0065563,0,0,0.012476,0.0003424,0.033575,0.0150873,0.0497029,0.0446988,0.0035814,0.0019333,0.0245264,0,0.0079971,1.61E-05,0.0074633,0.0297635,0,0.0046074,0.0074059,0.0322594,0,0.0011352,0.0528999,0.0114286,0,0,0.000406,0.0003959,0,0,0.0013891,0,0,0.0007834,0,0.0034619,0.0585857,0,0,0.0045425,0.0004712,0.0044706,0.0107846,0.0024834,0.0217504,0,0.0089948,0.0004727,0.0292454,0.0314259,0,0.0053967,0,0.231878,0,0.0021658,0.0205673,0.0267235,0,0,0,0,0,0,0,0,0,0.0165522,6.72E-05,0.0817017,0,0,0,0,5.82E-05
HSMA33SK,0.0121772,0,0.0006161,0,0.0004823,0,0,3.81E-05,0,0,0,3.55E-05,0,0,0.0168538,0.002204,0.0284051,0.0089129,0.0075446,0.0668317,0.0029941,0.0043,0.0173642,0,0.0062214,0,0.0132367,0.0341238,0,0.0001862,0.0012744,0.0284169,0,0.0103769,0.0556406,0.0188333,0,0.0001167,0.000272,0,0,1.34E-05,0.000548,0,0,0.0003063,0,0.0024319,0.104026,0,0,0.0117877,0,0.0056007,0.0187467,0.0029332,0.0123046,0,0.000787,0.0012871,4.23E-05,0.0238317,0,0.0054471,0,0.283297,0.0032541,0.0003124,0.0459092,0.0162388,0,0,0,0.000337,0.000139,0.0011033,0.0008705,0,0,0.0290532,0.0001987,0.0003277,0,0,0,0,0
MSM5LLDA,0.0061455,0.0016642,0.0180233,0,0.0013454,0.0190674,0.029104,0,0,0.0018942,0,0.0573365,0,0,0.0098574,0,0.367216,0,2.79E-05,0.0014182,0.0024201,0.0047943,0,0,0,0.0356881,0,0.0223999,0,0,0,0,0,0.0092504,0.0865303,0,0,0.0001295,2.94E-05,0,0,4.20E-06,0.0003068,0,0.0004769,0.0026102,0.0067696,3.37E-05,0.0044092,0.0419844,0,0,0.0002928,0.0007719,0.000206,0,0,0,0.0001933,0,0,0,8.41E-05,0.0046135,0,0.21631,0,0,0,0.0055261,0,0,0.0187631,3.35E-05,0,0.0002221,0.0004505,0,0,0,0.0017484,0.003578,0.0003713,0,0.0003864,0,0
MSM5LLDI,0.0018884,0.0003549,0.004891,0,0.0003581,0.0273154,0.0903647,0,0,0.0137406,0,0.0743723,0,0,0.0327035,0,0.387058,0,0,0,0.0082705,0.0045159,0,0,0,0.100252,0,0.0165864,0,0,0,0,0,0.0130287,0.132644,0,0,0,0.0001765,0.0001759,0,0.0001558,0,0,0.000475,0.0021954,0.0002552,0.0003389,0.0055374,0,0,0,0.0011807,1.00E-05,0.0016634,0,0,0,0,0,0,0,0,0,0,0.0130349,0,0,0,0.0031796,0,0,0.0050743,0,0,0,0,0,0,0,0.0032344,0.0026589,0.0001905,0,0,0,0
MSM5LLDS,0.0002053,0,0.0040837,0,8.62E-05,0.02354,0.0330968,0,0,0.0195231,0,0.0866206,0,0,0.0398532,0,0.512003,0,0,0,0.0127323,0.0023664,0,0,0,0.0427281,0,0.0299143,0,0,0,0,0,0.0066588,0.0804162,0,0,0,0,0,0,0,0,0,0.0005629,0.001435,0.0010245,0,0.0016699,0.0174302,0,0,0,0.0002947,0.0003499,0,0,0,0.0001149,0,0,0,0.0001456,0,0,0.0305816,0,0,0,0.0011867,0,0,0.0015478,0,0,0,0,0,0,0.0088189,0.0015318,0.000181,0.0001044,0,0,0,0
MSM5LLF4,0,0.0085754,0.0010717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003851,0,0,0,0,0,0.0003261,1.05E-05,0,0,0.0860675,0,0,4.66E-05,0.021017,0,0,0,0,0,0,0.0314709,0,0.0131241,0,0.0084704,0.0003262,0,0,0.0113129,0,0.0169317,0.169488,0,5.78E-05,0,0,0,0.0045319,0,0,0,0.0001025,3.27E-05,0.367324,0,0,0,0,0,0.1135,0,0.0234641,8.95E-05,0,0
MSM6J2HF,0,0,0,0,0,0.0003773,0.0112218,0.0002396,0,0,0,0.0911323,0,0,5.18E-05,0,0,0.0003541,0.255633,0.362963,0.0204075,0,0.0001273,0.0001699,0,0,0,0,0.0022801,0,0,7.87E-05,0,0,0.0013674,0,0,0,0.0007797,0,0,0,0,0,0,0.0046845,0,0,0,0,0,0.0096048,0.0030485,0.0100817,0.007529,0,0.0040237,0,0.0006128,0.0513705,0.0664699,0.0008344,0,0,0,0.0528013,0,0.0012491,0,0.0030177,0.0003984,0,0.0209057,0,0,0,0.0001937,0,0,0,0,0.0060119,0,0,0,0,0
MSM6J2HT,0,0,5.08E-05,0,6.79E-05,0.0701198,0.0132408,6.30E-06,0,0,0,0.0093081,0,0,0.0022601,0.036878,0.239275,0.0109492,0.283788,0.0843326,0.0384478,0.0030141,0.0438335,0,0,0.0038482,0.0007351,0.0307892,0,0,0,0,0,0.019594,0.0819703,0.0015863,0,0,0,0,0,0,2.18E-05,0,0,0,8.34E-05,0.0004475,0.0006081,0,0,8.47E-05,0,0.0003402,0.0023535,0,0.0001399,0,0,0.0002171,0.0013351,0.0001181,0,0.0008904,0.0001624,0.0055052,0.0006887,0,0.0009278,0.0047971,0,0.0013538,0,0,0,0,1.20E-05,0,0,0,0.0006819,0,0,0,7.59E-05,0,0
MSM6J2IG,0,0,0,0,0,0.1309,0,0,0,0,0,0,0,0,0.215867,0,0.0286522,0.0406589,0.0089509,0.0324828,0,0,0,0,0,0,0,0.0980102,0,0.0198842,0.0451064,9.75E-05,0,0,0.131853,0,0,0,0.0334221,0.0003548,0.0171455,0.0005844,0.028546,0,0.000425,0,0.0149234,1.84E-05,0.0131912,0.0073768,0,0,0.0056592,0.0007283,0.0151308,0,0.0009014,0,0.0015211,0.0022116,0,0.0008835,0,0.0051572,0,0.0101445,0,0,0,0.0105235,0.0003816,0,0,0,0,0.0003855,0.0002187,0,0,0,0,0.0366961,0,0,0,0,5.13E-05
MSM6J2IQ,0,0,0.0031668,0,0.0041471,0,0,0.174481,0.115031,0,0,0,0,0,0.0050575,0,4.90E-06,0.0363555,0.170314,0.0185909,0,5.35E-05,0,0,0,0,0,0,4.44E-05,0,0,0,0,0,0,0,0.0001038,0,8.84E-05,2.75E-05,0.0004512,0.0001165,0,0.0002878,0.0012348,0.0012298,0.0098257,1.38E-05,0.0530107,0,8.88E-05,0,0,0.0002717,0.0005077,0,0,0.0002276,5.75E-05,0,0.0272913,0.0068545,0,0,0,0.330411,0,0,6.95E-05,0.0037569,0,0,0.0106154,0,0,2.72E-05,0.0001859,0,0,0,0.001556,9.54E-05,5.99E-05,0,0.0009315,0.0101243,0.0007767
MSM6J2J1,0,0,0.0036484,0,0.0016644,0,0,2.61E-05,0.051766,1.32E-05,0,0.0441056,0,0,0.0044189,0,0,0.0069233,0.204814,0.151441,6.46E-05,0,0,0,0,0.003585,0,0.0003817,0.0111632,0,0,0.0001336,0,0,0,0.0069804,5.42E-05,0,0.0002693,7.03E-05,3.74E-05,0,0,0.0007304,0.0010615,0.0013118,0.0199528,0.0004511,0.110268,0,0,0,0,0.0009178,0.0017933,0,0,0,0,0,0.086022,0.0012979,0,0.00235,0,0.240423,0,0,0.0004177,0.0019352,0,0,0.0055855,0,0,0.0009139,0.001771,0,0,0,0.0007309,0.0006169,0.0005534,0,0.0016475,0.0001845,0
MSM6J2J5,0,0,0,0,0,0,0.013295,0,0,0,0.0525923,0,0,0.120002,0.0162617,0.005603,0.0015361,0.0089879,0.0546493,0.0533292,0,0.0015521,0.0389501,0,0.0132958,0.0093182,0,0,0,0,0,0,0.0175728,0.0056158,0.0538339,0.0187058,0,0.0014652,8.22E-05,0,0,5.34E-05,0.0002907,0,0.000262,0.0001434,0.0139017,3.03E-05,0.0150522,0,0,0.0015129,0,0.0001904,0.0030924,0.0005642,0.0001366,0.0075591,0.0070681,0.0060141,0.0271074,0.0023665,0,0.0044639,0,0.0914075,0,0,0.0009021,0.0268083,0,0,0.024145,0,7.27E-05,0.0001576,0.0003781,0.000405,0.0007826,0,0,0,0,0,0.000305,0,0
MSM6J2JR,0.0086887,0.0032431,0.0008394,0,0.0015077,0.312923,0,0,0,0,0,0.0154709,0.003602,0,0.0125001,0.012831,0,0.0055942,0.0499926,0.0747125,0.007558,0,0,0,0.0016552,1.82E-05,0,0.0354012,0,0,0,0,0.0043757,0.0067069,0,0,0,0,0.0015152,1.03E-05,0.0004111,0.0003264,0.0004581,0,0.0004275,0.0021806,0,0.0034973,0.0280934,0,0,0,7.80E-05,0.0002842,0.0015165,0,0,0,0,0.0001925,0.0006639,0.0013457,0,0.0115625,0,0.0037827,0.0178076,0,0,0.0339588,0,0,0.0124213,0,0,0,0,0.0004523,0.0001453,0,0,0.0015672,0.0001931,0,0,0.297755,0
MSM6J2K6,0.0002733,0,0,0,0.000419,0.0283392,0.0038184,0.0075419,0.0030204,0.0089346,0,0.007471,0.0003539,0.0575154,0.0067483,0,0,0.0069915,0.0131858,0.0494487,0.0006497,0.0010393,0.0417928,6.48E-05,0.0064612,0,0.0115231,0,0.0012591,0,0,0.527151,0.0015192,0.0010986,0.025057,0.0146242,0,0,0.0003652,0,0,0,0,0,0,0.0001631,0.0002914,0.0004077,0.0146943,0.0180367,0,0.0002592,0,0.0006422,0.0025364,0.0002068,0.0006029,0,0.0005531,0.0004014,0.0128494,0.0059185,0,0.0011734,0,0.0199395,0.0022461,0,0.001772,0.0276003,0,0,0,0,0,2.77E-05,9.93E-05,1.77E-05,3.80E-06,0.011804,0.0001618,0,0,0,3.02E-05,0.0001164,0
MSM6J2KE,0,0,8.78E-05,0,3.75E-05,0.0062614,0.000754,0.0037368,0,0.0004538,0,0.0020777,0.0003691,0,0.0036779,0,2.39E-05,0.0007794,0.0179611,0.0189341,0.0013421,0.0011601,0.0011924,0,0.003146,6.51E-05,0,0.0009703,0.0073335,0,0,0.705478,0.0003202,0,0,0.0019162,0,0,0,0,0,0,1.06E-05,0,0,0,0.0053446,0,0.0048879,0.000206,0,0.0032131,0,0.0011677,0.0011998,4.51E-05,0.0017958,0,0,0.0027845,0,0.0035148,0,0.0015637,0,0.0966628,0.0006485,0.0001284,0,0.0375464,0,0,0,0,0,0,0.0002193,0,0,0.0103627,0.0004616,0,0.0009787,0,0.0015792,0.001959,0
MSM6J2LB,0.0083561,0.0009376,0.0215535,0,0.0006158,0.0120183,0.0636887,0,0,0.0025698,0,0.0316624,0,0,0.0142067,0,0.418456,0,0,0.0787845,0.0031538,0.0057552,0,0,0,0.0189395,0,0.0066202,0,0,0,0,0,0.0089324,0.0952575,0,0,0,0.0001927,0,0,0,0,0,0.000443,0.0037921,0.0102152,0,0.0256366,0.0388393,0,0,0,0.0012734,0.0008889,0,0,0,0,0,0,0,0,0.0111362,0,0.0933371,0,0,0,0.0060294,0,0,0.0033024,0,0,0,0,0,0,0,0.0011663,0.0004899,0.0005978,0,0,0,0
MSM6J2LL,0,0.0310684,0.0024436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008291,0.0515782,0,7.70E-06,0.0248574,0,0.0003028,2.85E-05,0.0105336,0,0,0,0.0117202,0,0,0.0373606,0.0002575,0.016595,0,0.0104805,0,0,0.0107741,0.322094,0.0363475,0,0.0438141,0,0.105351,0,0,0,0,0,0,0,0,0,0.009268,0.0316327,0,0,0,0,0.143191,0,0.0032038,0,0,0.0002543
MSM6J2LT,0,0,3.99E-05,0,0.0001025,0.0320998,0.398606,0.0092707,0,0,0,0.0126388,0,0,0.0080095,0,6.34E-05,0.0287069,0.0134905,0.0562859,0.0015842,0,0.012209,0.0107425,0.023507,0.0048827,0,0.0082771,0.0680365,0,0,0,0.0016513,0.0196646,0.0814769,0.0024247,0,0,0.0008835,0.0001104,8.62E-05,7.32E-05,0.001786,0,0,0.0003558,0,0.0006877,0,0.0023902,0,0,0,0.0016295,0.0043383,0,0.001928,0,0,0,4.52E-05,0,0.000692,0.0020343,0,0.123116,0,0,0.0102401,0.0171742,0.0001358,0,0.0155242,0,0,0,2.51E-05,0,0,0,0.0002335,0,7.08E-05,1.14E-05,0.0001159,0,0
MSM6J2M3,0.0002799,0,5.20E-05,0,0.0009117,0.0079816,0.0002288,0.0010363,0.0002601,0.000708,0.0302373,0,0,0.0017263,0.0110703,0,0.0355125,0.0012252,0.0433767,0.0181656,0.005791,0.0049656,0.0179452,0.0004365,0.002965,0.0047272,0,0.0012879,0.0067501,0.0088973,0.0187084,0.0030767,0.0017584,0.0072772,0.043201,0.0043246,0,0.0001453,0,0,0,0,8.58E-05,0,0,0,0.0039015,0.000106,0.0506264,0.0931206,0,0.0002816,0,0.004902,0.006212,0.0014178,0.0007467,0,0.0035626,0.0613837,4.80E-05,0.0006553,0,0.0007931,0,0.161077,0.0020567,0,0.0130883,0.0433713,0,0,0.0028776,0.0004008,0.0001425,0.0008134,0.0005252,0.0022636,0.0014897,0.0064893,0.000321,0,0,0,0.0027434,0.0012451,0
